cantico_id,club_id,equipo_mencionado_fuente,titulo_referencia,letra_original,contexto_cantico,referente_contextual,fuente_contexto,estado_contexto,fuente,url,fecha_consulta,fecha_publicacion,metodo_adquisicion,numero_palabras,estado_verificacion,posible_similar_a,revision_manual,observacion_revision
CAN0125,CLU006,Atlético Nacional,Venir a verte es amarte,"Siguiendo al verde soy feliz,
Y Junto a él voy a morir..
Siempre bailando en la cabeza
Y tomando mucha cerveza
Y cuando pierdo la razon
Y se desborda mi pasión
Y el placer de alentarte
Venir a verte es amarte
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!
Siguiendo al verde soy feliz,
Y Junto a él voy a morir..
Siempre bailando en la cabeza
Y tomando mucha cerveza
Y cuando pierdo la razon
Y se desborda mi pasión
Y el placer de alentarte
Venir a verte es amarte
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!
Siguiendo al verde soy feliz,
Y Junto a él voy a morir..
Siempre bailando en la cabeza
Y tomando mucha cerveza
Y cuando pierdo la razon
Y se desborda mi pasión
Y el placer de alentarte
Venir a verte es amarte
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!
Yo sigo el verdolaga las buenas y malas..
Yo quiero nacional...
Te amo nacional!!!",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/venir-a-verte-es-amarte/,2026-09-01,,Copiado de texto público mediante extracción reproducible,207,aceptado,,No,
CAN0126,CLU006,Atlético Nacional,Verde vos sos la alegría del mundo entero,"Verde vos sos la alegría del mundo entero,
cada domingo te aliento y más te quiero,
todos los demás si supieran lo entenderían,
que para estar junto a vos yo daría mi vida,
para soñaaar, para cantaaar, para gritaaar,
somos campeones Verdolaga, acá estoy de nuevo.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/verde-vos-sos-la-alegria-del-mundo-entero/,2026-09-01,,Copiado de texto público mediante extracción reproducible,46,requiere revisión: similitud,CAN0128,Sí,"Similitud alta conservada: CAN0128 (secuencia=0.891, vocabulario=0.783, longitud=1.000)"
CAN0127,CLU006,Atlético Nacional,¿Dónde están los Indigentes?,"¿Dónde están los indigentes?
¿Qué no los puedo escuchar?
Que aprendan de esta hinchada que no para de alentar
Esta es la hinchada del Verde, con su fiesta sin igual
Con bombos y con banderas, nadie nos puede parar
En las buenas y en las malas, la Verdolaga presente
No somos como los rojos que no llenan popular",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/donde-estan-los-indigentes/,2026-09-01,,Copiado de texto público mediante extracción reproducible,58,aceptado,,No,Duplicado exacto también localizado en FanChants: https://www.fanchants.com/es/football-songs/atletico-nacional-chants/where-are-beggars/
CAN0128,CLU006,Atlético Nacional,Acá Estoy de Nuevo,"Verde vos sos la alegria del mundo entero, Cada domingo te aliento y maas te quiero, Todos los demas si supieran no entenderian, Que para estar junto a vos yo daria mi vida, Para soñar, Para cantar, Para gritar, ¡Somos campeones! Verdolaga acá estoy de nuevo...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-5-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,46,requiere revisión: similitud,CAN0126,Sí,"Similitud alta conservada: CAN0126 (secuencia=0.891, vocabulario=0.783, longitud=1.000)"
CAN0129,CLU006,Atlético Nacional,Aquí Está Tu Gente,"Vamos Verdolagas Aqui esta tu gente, La que te sigue, La que esta siempre, Vayas donde vayas, Siempre estaremos, Vos sos mi vidaa, Lo que mas quiero, ¡Dale Ve, dale Ve! ¡Dale Ve, dale Ve! ¡Dale ve, dale Ve! ¡Dale verde, dale Veee!... (Repetido...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-8-an/,2026-09-01,,Copiado de texto público mediante extracción reproducible,44,aceptado,,No,
CAN0130,CLU006,Atlético Nacional,Cuando Yo Me Muera,"Cuando yo me muera, No me vayas a llorar, Porque yo nací del Verde, Y el Verde es Felicidad, Salta la tribuna, Late el corazón, Vamos Verdolaga, Quiero ser Campeón, Y vamos los Verdes, Siempre voy a estar, Porque ni la muerte, Nos va a separar, Cuando yo me muera, Yo quiero que mi cajón, Lo pinten de Verde y Blanco, Igual que mi Corazón, Cuando yo me muera, No me vayan a llorar, Porque yo nací del Verde, Y el Verde es Felicidad, Salta la tribuna, Late el corazón, Vamos Verdolaga, Quiero ser Campeón, Y vamos los Verdes, Siempre voy a estar, Porque ni la muerte, Nos va a separar...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/when-i-die-an/,2026-09-01,,Copiado de texto público mediante extracción reproducible,111,aceptado,,No,
CAN0131,CLU006,Atlético Nacional,Entre Llantos y Alegrías,"Y yo te aliento cada noche, cada dia, Entre llantos y alegrias, Luchando con policias, Yo quiero morir junto a vos campeón, Solo por vos campeón, Desborda mi pasion, La razon que hay en mi existir, La encontré junto a vos...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/between-tears-and-joys/,2026-09-01,2014,Copiado de texto público mediante extracción reproducible,41,aceptado,,No,
CAN0132,CLU006,Atlético Nacional,Esta Noche Tenemos Que Ganar,"Pongan huevos huevos Verdolagas, Pongan huevos huevos de verdad, Que esta noche cueste lo que cueste, Esta noche tenemos que ganar... (Reapeted...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/put-more-balls-it/,2026-09-01,,Copiado de texto público mediante extracción reproducible,22,aceptado,,No,
CAN0133,CLU006,Atlético Nacional,Hijo De...,"Hijo de p*ta, Hijo de p*ta, Hijo de p*ta... (Se Repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-10-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,11,aceptado,,No,
CAN0134,CLU006,Atlético Nacional,Hoy Hay Que Ganar,"Hoy hay que ganar, Hoy hay que ganar, Hoy hay que ganar Verdolagas, Hoy hay que ganar... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-12-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,19,aceptado,,No,
CAN0135,CLU006,Atlético Nacional,Juez de Linea,"Juez de linea cabron, Juez de linea cabron, Sos un hijo de puta, La puta madre que te pario...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/linesman/,2026-09-01,,Copiado de texto público mediante extracción reproducible,19,aceptado,,No,
CAN0136,CLU006,Atlético Nacional,Libertad Que Perfumas,"¡Oh libertad que perfumas las montañas de mi tierra, deja que aspiren mis hijos tus olorosas esencias! ¡Oh libertad que perfumas las montañas de mi tierra, deja que aspiren mis hijos tus olorosas esencias! Oh libertad Oh libertad",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-11-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,38,aceptado,,No,
CAN0137,CLU006,Atlético Nacional,Miren Miren a Santiago,"Miren miren a Santiago, Mírenlo como como se ve, Dirigiendo desde el banco, Con el corazón de Andrés.",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-15-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,18,aceptado,,No,
CAN0138,CLU006,Atlético Nacional,Miren Miren Que Locura,Miren Miren que locura Miren Miren que emocion. Ese es juan pablo angel que llego al verde a ser campeon...,FanChants presenta la letra como un canto a Juan Pablo Ángel; Atlético Nacional confirma que marcó el gol con el que el club obtuvo el título de 1994.,Juan Pablo Ángel,https://atlnacional.com.co/1994-el-titulo-de-rene/,verificado con fuente externa,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-16-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,20,aceptado,,No,
CAN0139,CLU006,Atlético Nacional,Movete Dale Movete,"Movete dale movete, Movete dale move, Que esta hinchada esta puta, Y hoy no podemos perder... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-17-an/,2026-09-01,,Copiado de texto público mediante extracción reproducible,18,aceptado,,No,
CAN0140,CLU006,Atlético Nacional,No Se Escucha,"¡Ooohhh no, no se escucha! ¡Ooohhh no, no se escucha! ¡Dirigente hijo de p*ta!... (Repetido...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-3-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,15,aceptado,,No,
CAN0141,CLU006,Atlético Nacional,Oh No Les Da Verguenza,"Oh, No les da verguenza, Oh Oh Oh, Oh, No les da verguenza, No les robo, Son cincuenta... (Repeated...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-2-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,19,requiere revisión: asociación con club,,Sí,La descripción histórica de FanChants menciona Independiente Medellín aunque la página está alojada bajo Atlético Nacional.
CAN0142,CLU006,Atlético Nacional,Oh Verde Vamos,"Oooh, vamos Verde, vamos, Ooh-oh-oh, Oooh, vamos Verde, vamos, Pongan huevos que ganamos... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-18-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,17,aceptado,,No,
CAN0143,CLU006,Atlético Nacional,Para Salir Campeones,"Para salir campeones, hay que poner mas huevos, huevos, Ya vas a ver una barra que es la mas loca de todas que, Sigue siempre a los verdes yo quiero ganar la copa para salir...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-20-an/,2026-09-01,,Copiado de texto público mediante extracción reproducible,35,aceptado,,No,
CAN0144,CLU006,Atlético Nacional,Pongan Huevos,"Pongan huevos, Los Verdes, pongan huevos, Pongan huevos, Los Verdes, pongan huevos, Pongan huevos, Los Verdes, pongan huevos... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-14-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,20,aceptado,,No,
CAN0145,CLU006,Atlético Nacional,Por los Parceros Que Ya No Estan,"Ole ole Ole Ola, Vamos campeon, hay que ganar, Por los parceros que ya no estan...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-19-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,16,aceptado,,No,
CAN0146,CLU006,Atlético Nacional,Porque Te Quiero,"¡Dale Ve! ¡Dale Ve! Porque te quiero, por vos me muero, ¡Dale Ve!... (Repetido...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-28-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,14,aceptado,,No,
CAN0147,CLU006,Atlético Nacional,Que Lo Vengan a Ver,"Que lo vengan a ver, Que lo vengan a ver, Eso no es un arquero, Es una p*ta de cabaret... (Repeated...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-21-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,21,requiere revisión: asociación con club,,Sí,La descripción histórica de FanChants menciona América de Cali aunque la página está alojada bajo Atlético Nacional.
CAN0148,CLU006,Atlético Nacional,Se Va pa' la B,"De la mano de Bolillo se va pa' la B, De la mano de Bolillo se va pa' la B, Para nunca, para nunca más volver... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/youre-going-down-b-an/,2026-09-01,2017,Copiado de texto público mediante extracción reproducible,28,aceptado,,No,
CAN0149,CLU006,Atlético Nacional,Soy del Verde,"Yo soy sureño, No me importa nada mas, Con todos mis parceros, Canto en la popular, Por que yo soy del Verde, Me late el corazón, Por que yo soy del Verde, Yo soy del Verde, No me importa nada más, Me lo enseñaron mis viejos, Todo por Nacional... (Repeated..)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/im-green/,2026-09-01,2012,Copiado de texto público mediante extracción reproducible,50,aceptado,,No,
CAN0150,CLU006,Atlético Nacional,Tenemos Que Ganar,"Vamos, Vamos my verde, Que esta noche, Tenemos que ganar... (Repeated...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/tonight-we-have-win-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,11,aceptado,,No,
CAN0151,CLU006,Atlético Nacional,Tu Eres Mi Equipo del Alma,"Tus eres mi equipo del alma, Yo siempre te sigo, En toda campaña y jornada﻿ estoy siempre contigo, Con esta tu hinchada de siempre, con los jugadores, Daremos la vuelta de nuevo en la Libertadores, En ciertos momentos difíciles que hay en la vida, Te entrego todo mi aliento y mi alegría, Desde las tribunas se siente un amor desbordante, La hinchada que quiere otra copa, la de más aguante, ¡Vamos, vamos Nacional! ¡Vamos, vamos Verdolaga! Por tu hinchada que te quiere la que siempre te acompaña...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-7-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,87,requiere revisión: similitud,CAN0121,Sí,"Similitud alta conservada: CAN0121 (secuencia=0.989, vocabulario=1.000, longitud=1.000)"
CAN0152,CLU006,Atlético Nacional,Vamos Nacional,"Oh Nacional, Nacional, Nacional Vamos nacional... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atletico-nacional-chant-23-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,8,aceptado,,No,
CAN0153,CLU006,Atlético Nacional,Vamos Verdolaga,"Dale Ve dale Ve, Dale Ve dale Ve, Dale Ve dale Ve, Dale Ve dale Ve, Vamos verdolaga, Aquí está tu gente, La que te sigue, Te alienta siempre, Vayas donde vayas, Siempre estaremos, Vos sos mi vida, Lo que más quiero...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/heres-your-people-an/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,aceptado,,No,
CAN0154,CLU006,Atlético Nacional,Verde Vos Sos Mi Vida,"Verde, vos sos mi vida, Te llevo dentro de mi corazón, Sabes, no te abondono, ¡Vamos Verdes! ¡A ser campeón!...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-26-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,20,aceptado,,No,
CAN0155,CLU006,Atlético Nacional,Yo Soy Verdolaga,"Yo soy Verdolaga el mundo me hizo así, Yo soy Verdolaga rojo no existís, Yo soy Verdolaga lo llevo en el alma, Yo soy Verdolaga hasta morir...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-29-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,27,aceptado,,No,
CAN0156,CLU006,Atlético Nacional,¡Dale Ve!,"¡Eeeeh dale Ve! ¡Dale Ve, Dale Ve! ¡Dale dale Ve!... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/come-ve-come-ve-an/,2026-09-01,2017,Copiado de texto público mediante extracción reproducible,12,aceptado,,No,
CAN0157,CLU006,Atlético Nacional,¡Dale Verde!,"¡Y dale, dale Ve! ¡Y dale Verde! ¡Y dale, dale Ve! ¡Y dale Verde! ¡Y dale, dale Ve! ¡Y dale Verde! ¡Y dale, dale Ve! ¡Y dale Verde! Muchas veces me rompí la voz, Alentándote de corazón, Más allá de la razón, Sos mi vida vos sos la pasión...",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-27-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,49,aceptado,,No,
CAN0158,CLU006,Atlético Nacional,"¡Dale, Dale, Dale, Dale Ve!","¡Dale, dale, dale, dale Ve! ¡Dale, dale, dale, dale Ve! ¡Daleee, dale Ve!... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/come-come-ve-an/,2026-09-01,2021,Copiado de texto público mediante extracción reproducible,15,aceptado,,No,
CAN0159,CLU006,Atlético Nacional,¡Dame una Alegría!,"Soy Verdolaga yo sigo al Verde por donde voy, Siempre te aliento nunca te dejo, contigo estoy, Cada partido vengo y entrego mi corazón, Dame una alegría yo quiero verte otra vez campeón... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-13-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,35,aceptado,,No,
CAN0160,CLU006,Atlético Nacional,¡Frenteria!,¡Frenteria! ¡Frenteria! ¡Frenteria! ¡Frenteria!...,,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/frenteria-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,4,aceptado,,No,
CAN0161,CLU006,Atlético Nacional,¡Galeano!,¡Galeano! ¡Galeano! ¡Galeano! ¡Galeano!....,FanChants solo menciona el apellido Galeano. No se asigna un nombre completo porque la página no permite desambiguarlo con seguridad.,Galeano (sin desambiguar),,referente no desambiguado,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/galeano-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,4,aceptado,,No,
CAN0162,CLU006,Atlético Nacional,¡Hay Que Saltar!,"Hay que saltar señor, hay que saltar, Hay que saltar señor, hay que saltar, A esos hijo e'p*tas le tenemos que ganar… (Repetido...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-9-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,23,aceptado,,No,
CAN0163,CLU006,Atlético Nacional,¡Macnelly Torres!,¡Macnelly Torres! ¡Macnelly Torres! ¡Macnelly Torres! ¡Macnelly Torres!... (Repetido...),FanChants presenta la letra como un canto a Macnelly Torres; Atlético Nacional lo identifica como creador del mediocampo campeón de la Copa Libertadores 2016.,Macnelly Torres,https://atlnacional.com.co/magia-y-creacion/,verificado con fuente externa,FanChants,https://www.fanchants.com/es/football-songs/atletico-nacional-chants/atlctico-nacional-chant-1-an/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,9,aceptado,,No,
